step,step_time_s,tokens_this_step,peak_mem_gb,loss
1,3.169122,32768,3.8015,
2,2.322023,32768,3.8015,
3,2.326164,32768,3.8015,
4,2.319470,32768,3.8015,
5,2.317303,32768,3.8015,
6,2.327212,32768,3.8015,
7,2.320926,32768,3.8015,
8,2.320786,32768,3.8015,
9,2.332860,32768,3.8015,
10,2.321292,32768,3.8015,
11,2.319033,32768,3.8015,
12,2.320047,32768,3.8015,
13,2.323579,32768,3.8015,
14,2.315124,32768,3.8015,
15,2.319965,32768,3.8015,
16,2.319062,32768,3.8015,
17,2.318135,32768,3.8015,
18,2.323264,32768,3.8015,
19,2.315933,32768,3.8015,
20,2.320943,32768,3.8015,
21,2.323147,32768,3.8015,
22,2.322348,32768,3.8015,
23,2.331221,32768,3.8015,
24,2.320229,32768,3.8015,
25,2.323460,32768,3.8015,
26,2.325332,32768,3.8015,
27,2.321121,32768,3.8015,
28,2.318992,32768,3.8015,
29,2.321153,32768,3.8015,
30,2.316395,32768,3.8015,
31,2.320508,32768,3.8015,
32,2.320013,32768,3.8015,
33,2.324587,32768,3.8015,
34,2.319416,32768,3.8015,
35,2.324907,32768,3.8015,
36,2.321696,32768,3.8015,
37,2.329929,32768,3.8015,
38,2.316262,32768,3.8015,
39,2.319545,32768,3.8015,
40,2.328209,32768,3.8015,
41,2.316186,32768,3.8015,
42,2.321354,32768,3.8015,
43,2.322447,32768,3.8015,
44,2.318713,32768,3.8015,
45,2.317746,32768,3.8015,
46,2.325479,32768,3.8015,
47,2.315321,32768,3.8015,
48,2.321146,32768,3.8015,
49,2.317733,32768,3.8015,
50,2.324015,32768,3.8015,
51,2.319184,32768,3.8015,
52,2.324492,32768,3.8015,
53,2.319807,32768,3.8015,
54,2.321986,32768,3.8015,
55,2.315740,32768,3.8015,
56,2.325988,32768,3.8015,
57,2.333292,32768,3.8015,
58,2.314940,32768,3.8015,
59,2.317229,32768,3.8015,
60,2.319902,32768,3.8015,
61,2.318279,32768,3.8015,
62,2.318224,32768,3.8015,
63,2.322945,32768,3.8015,
64,2.321944,32768,3.8015,
65,2.315867,32768,3.8015,
66,2.317587,32768,3.8015,
67,2.320948,32768,3.8015,
68,2.330383,32768,3.8015,
69,2.307918,32768,3.8015,
70,2.322670,32768,3.8015,
71,2.313333,32768,3.8015,
72,2.318596,32768,3.8015,
73,2.322577,32768,3.8015,
74,2.325211,32768,3.8015,
75,2.310013,32768,3.8015,
76,2.318803,32768,3.8015,
77,2.317660,32768,3.8015,
78,2.318029,32768,3.8015,
79,2.316826,32768,3.8015,
80,2.324468,32768,3.8015,
81,2.325233,32768,3.8015,
82,2.313907,32768,3.8015,
83,2.317459,32768,3.8015,
84,2.319593,32768,3.8015,
85,2.320241,32768,3.8015,
86,2.325358,32768,3.8015,
87,2.316512,32768,3.8015,
88,2.316593,32768,3.8015,
89,2.319274,32768,3.8015,
90,2.317292,32768,3.8015,
91,2.319613,32768,3.8015,
92,2.319286,32768,3.8015,
93,2.320567,32768,3.8015,
94,2.317791,32768,3.8015,
95,2.318361,32768,3.8015,
96,2.326722,32768,3.8015,
97,2.339430,32768,3.8015,
98,2.298341,32768,3.8015,
99,2.316960,32768,3.8015,
100,2.328564,32768,3.8015,
101,2.312892,32768,3.8015,
102,2.317849,32768,3.8015,
103,2.322647,32768,3.8015,
104,2.321636,32768,3.8015,
105,2.315689,32768,3.8015,
106,2.316757,32768,3.8015,
107,2.322831,32768,3.8015,
108,2.316189,32768,3.8015,
109,2.319642,32768,3.8015,
110,2.319557,32768,3.8015,
111,2.318382,32768,3.8015,
112,2.319315,32768,3.8015,
113,2.327039,32768,3.8015,
114,2.313624,32768,3.8015,
115,2.324920,32768,3.8015,
116,2.320527,32768,3.8015,
117,2.319269,32768,3.8015,
118,2.320208,32768,3.8015,
119,2.323004,32768,3.8015,
120,2.322166,32768,3.8015,
121,2.319890,32768,3.8015,
122,2.319752,32768,3.8015,
123,2.319102,32768,3.8015,
124,2.322325,32768,3.8015,
125,2.319341,32768,3.8015,
126,2.316927,32768,3.8015,
127,2.323479,32768,3.8015,
128,2.334070,32768,3.8015,
129,2.319787,32768,3.8015,
130,2.318265,32768,3.8015,
131,2.321032,32768,3.8015,
132,2.324086,32768,3.8015,
133,2.319360,32768,3.8015,
134,2.318379,32768,3.8015,
135,2.333691,32768,3.8015,
136,2.311672,32768,3.8015,
137,2.327294,32768,3.8015,
138,2.320414,32768,3.8015,
139,2.318398,32768,3.8015,
140,2.319439,32768,3.8015,
141,2.319342,32768,3.8015,
142,2.321894,32768,3.8015,
143,2.315007,32768,3.8015,
144,2.320731,32768,3.8015,
145,2.319270,32768,3.8015,
146,2.322246,32768,3.8015,
147,2.320425,32768,3.8015,
148,2.320335,32768,3.8015,
149,2.335243,32768,3.8015,
150,2.307031,32768,3.8015,
151,2.319018,32768,3.8015,
152,2.320547,32768,3.8015,
153,2.321736,32768,3.8015,
154,2.319773,32768,3.8015,
155,2.320158,32768,3.8015,
156,2.320841,32768,3.8015,
157,2.323406,32768,3.8015,
158,2.319547,32768,3.8015,
159,2.323250,32768,3.8015,
160,2.324357,32768,3.8015,
161,2.320653,32768,3.8015,
162,2.319793,32768,3.8015,
163,2.325468,32768,3.8015,
164,2.318681,32768,3.8015,
165,2.328734,32768,3.8015,
166,2.320307,32768,3.8015,
167,2.318295,32768,3.8015,
168,2.327293,32768,3.8015,
169,2.320763,32768,3.8015,
170,2.323863,32768,3.8015,
171,2.333635,32768,3.8015,
172,2.310120,32768,3.8015,
173,2.330155,32768,3.8015,
174,2.312160,32768,3.8015,
175,2.324426,32768,3.8015,
176,2.319378,32768,3.8015,
177,2.321726,32768,3.8015,
178,2.320764,32768,3.8015,
179,2.319955,32768,3.8015,
180,2.319074,32768,3.8015,
181,2.325482,32768,3.8015,
182,2.314673,32768,3.8015,
183,2.320935,32768,3.8015,
184,2.323365,32768,3.8015,
185,2.322318,32768,3.8015,
186,2.318592,32768,3.8015,
187,2.319051,32768,3.8015,
188,2.320074,32768,3.8015,
189,2.319680,32768,3.8015,
190,2.321596,32768,3.8015,
191,2.322041,32768,3.8015,
192,2.321892,32768,3.8015,
193,2.321471,32768,3.8015,
194,2.321707,32768,3.8015,
